packet_size,protocol_type,burst_rate,flow_duration,source_port,dest_port,byte_count,retransmission_rate,jitter,latency,priority_class
922,4,1806,28.74,44871,80,6729142,3.9,26.49,44.03,1
757,5,181,146.55,30962,80,2139106,1.17,27.78,110.11,2
1058,0,279,135.6,40132,8443,22885931,10.81,97.53,478.77,3
1273,0,189,60.91,65214,21,47616177,4.54,63.82,462.4,3
239,1,2807,23.98,22893,5061,269050,1.76,8.06,15.65,0
999,4,250,78.56,9512,110,945858,3.71,14.03,90.81,2
1089,3,239,257.01,60226,21,37181610,2.98,57.18,212.0,3
1134,0,175,44.2,50024,22,3862963,14.08,87.54,71.49,3
765,5,641,148.17,62719,80,2750270,3.25,39.3,140.13,2
83,1,1769,11.81,17307,4000,220589,1.45,4.18,1.55,0
1057,4,200,163.32,64606,110,3183302,4.26,27.63,132.52,2
1378,3,455,117.0,32229,25,1816757,1.45,10.41,155.91,2
1016,0,121,259.08,61786,443,46862580,9.02,40.2,403.11,3
803,0,132,66.39,25885,21,30013199,7.24,88.1,344.53,3
1234,0,275,266.08,36157,22,35618107,12.16,78.08,324.94,3
90,0,784,4.56,21317,4000,485515,0.82,1.34,5.97,0
1103,0,238,79.94,34075,8443,35410562,14.34,93.78,172.27,3
1272,0,136,262.27,19003,21,3989144,7.0,66.13,298.21,3
560,1,1329,10.73,7510,3389,9435853,1.83,28.35,41.63,1
1044,3,611,141.91,4994,443,3143214,7.33,38.28,26.69,2
64,1,666,25.53,31032,5060,414089,1.61,2.03,11.01,0
870,3,603,91.95,26296,110,202421,3.73,38.9,140.79,2
966,3,53,263.45,32239,22,19842573,9.74,49.25,65.31,3
784,4,410,162.49,18001,587,2931220,4.47,37.39,54.26,2
1131,0,134,93.55,46286,587,1592800,4.97,45.27,158.45,2
400,0,1003,73.59,39706,443,8183667,3.41,10.47,63.09,1
275,0,1775,21.97,22319,5004,199937,1.13,3.2,9.56,0
484,3,258,78.75,34544,587,3403525,1.12,18.14,113.77,2
607,0,148,131.99,3318,587,3929074,7.1,49.04,105.32,2
1073,3,597,115.45,13687,53,2497146,7.81,37.79,179.27,2
1480,0,139,76.79,17429,21,3711198,3.54,31.22,246.38,3
1097,0,1416,57.54,49269,8080,2424962,1.6,6.3,75.75,1
135,1,2289,19.83,21411,5061,279011,0.92,4.01,26.14,0
622,0,620,6.09,46795,53,4279785,3.27,30.42,131.6,2
563,0,452,86.85,35391,25,675507,1.45,44.17,40.49,2
1341,0,127,145.05,41777,53,4995210,6.87,43.56,150.72,2
174,0,4218,17.69,21003,5004,113260,0.88,0.79,17.77,0
320,4,1372,52.07,28601,3389,4857840,2.42,11.25,60.06,1
195,1,642,4.7,24371,5060,97502,1.33,8.1,26.69,0
1432,0,141,237.17,61038,22,46125594,9.09,42.45,109.01,3
482,4,575,49.91,24389,443,6969773,2.24,26.89,33.81,1
1395,0,231,98.34,27488,21,12578128,10.94,46.68,120.88,3
354,3,1249,31.02,43204,443,2702807,1.43,13.4,19.4,1
243,1,1074,12.49,18009,4000,467725,0.69,3.53,22.39,0
640,3,317,50.9,2369,443,1752730,2.19,29.89,76.19,1
208,0,171,38.14,8556,110,827087,2.81,45.7,33.77,2
131,0,2852,16.01,24940,5061,349980,1.67,4.46,9.77,0
243,1,1138,27.73,25101,5061,291843,0.74,4.68,22.68,0
820,3,294,79.54,45853,80,4215328,2.35,26.9,172.54,2
1467,3,225,267.55,22014,21,1088996,10.6,34.94,221.68,3
296,1,2973,1.52,31834,5060,240419,0.79,5.82,15.94,0
1475,0,282,40.46,9906,443,31052941,13.61,96.46,287.5,3
1172,3,234,277.14,53055,21,11745446,14.3,59.86,330.73,3
944,3,222,201.92,3238,21,20454067,2.92,20.15,481.99,3
1151,0,293,71.46,49043,69,37867355,12.98,44.48,344.13,3
984,3,1833,84.27,25085,80,6171436,4.0,11.13,63.76,1
919,4,1909,48.36,41256,443,9663224,2.96,24.97,63.13,1
170,0,2902,10.71,27788,5061,180001,1.08,2.85,7.29,0
310,0,521,108.55,63480,3389,9691345,4.27,23.54,75.16,1
111,1,2993,17.13,21642,5060,457280,1.84,1.84,7.2,0
370,3,473,18.34,39767,110,2109921,3.78,32.17,37.45,2
1186,3,167,244.55,4770,22,46978874,12.77,39.94,177.77,3
199,1,4337,3.91,31919,5060,204161,0.77,2.27,9.85,0
218,0,179,16.38,4292,443,587448,7.82,17.93,161.35,2
1020,3,175,99.69,20450,80,727674,8.0,28.37,126.08,2
1411,0,259,256.65,61100,69,26166349,14.46,83.95,165.22,3
410,4,276,127.74,29560,587,2223071,7.68,30.35,111.36,2
432,5,459,82.92,8381,53,4036793,4.67,17.86,58.23,2
758,3,394,26.89,51534,80,5311562,3.75,7.17,11.51,1
253,1,2399,15.48,31551,5060,274538,1.72,6.84,14.06,0
355,0,746,69.49,43888,8080,2256178,1.96,12.76,55.35,1
885,3,430,23.42,1565,443,590641,7.25,40.43,136.85,2
211,0,3389,22.38,26525,5060,255829,0.39,4.22,14.02,0
844,5,796,133.93,4856,80,431127,1.11,35.12,86.51,2
579,4,180,13.46,23867,587,1444669,5.13,28.87,128.04,2
82,1,1315,10.75,27716,4000,312438,0.86,1.74,21.49,0
131,1,3186,19.91,31204,4000,35542,0.84,7.54,3.06,0
786,1,1593,49.61,33958,80,7262155,4.47,10.57,17.9,1
180,0,1604,26.49,22951,5060,184683,1.95,8.55,15.45,0
1398,0,132,119.19,42238,443,24756508,12.09,29.54,401.24,3
1132,0,293,287.95,17471,443,32624385,7.52,41.63,486.71,3
1391,0,293,87.94,29504,21,43957886,13.86,34.44,92.27,3
1145,1,404,104.19,62818,5900,6785495,3.9,10.36,78.42,1
777,3,502,119.12,44244,80,4908533,7.28,38.9,52.68,2
204,5,352,16.03,15449,443,3960042,2.72,27.98,64.51,2
559,1,1333,71.78,7818,8080,2051142,1.4,13.6,69.17,1
428,3,991,58.61,53623,5900,8881456,2.17,20.45,50.28,1
799,3,174,64.05,20077,25,60101,5.94,48.56,101.37,2
443,3,267,164.17,44994,53,2332306,1.99,23.78,88.39,2
1256,4,509,78.73,5451,443,751911,5.83,13.89,36.57,2
1064,5,604,90.03,5664,53,2529725,4.66,41.34,94.49,2
1253,3,519,135.21,40259,53,1428150,4.93,39.81,153.41,2
237,1,1262,24.53,21223,5061,103261,1.65,7.26,25.15,0
283,1,2166,5.57,19169,5004,271741,1.21,5.81,17.2,0
642,0,641,1.25,12639,80,4955393,7.01,29.64,39.11,2
1441,3,69,294.05,62523,8443,22870244,3.09,59.94,452.46,3
126,1,4064,3.7,23658,5061,247584,0.44,1.95,23.61,0
346,1,1639,92.02,54494,3389,9938070,4.78,28.46,10.87,1
316,1,1139,41.93,30726,443,1635903,3.3,17.87,40.44,1
652,4,884,114.34,34038,443,8515011,2.94,11.06,23.42,1
1302,0,171,265.71,25975,443,34725860,14.8,89.29,213.76,3
688,3,68,171.87,19953,25,2076175,7.04,18.89,178.58,2
1056,4,426,99.52,52610,80,3106095,2.73,38.05,32.74,2
448,4,389,49.62,19564,110,4846414,6.26,10.35,137.33,2
875,3,768,29.24,8261,443,3940144,5.12,12.6,96.26,2
781,5,418,67.83,13453,110,2727502,2.33,30.56,38.55,2
880,5,713,177.41,9199,110,2819760,2.53,36.3,74.28,2
1353,0,717,157.94,7031,80,60908,4.44,41.31,37.51,2
406,0,555,158.11,10122,110,3717907,1.8,49.61,120.98,2
1297,4,400,164.0,6092,80,3895102,4.82,23.18,35.18,2
236,1,1446,0.11,16890,4000,409756,0.88,6.52,2.78,0
756,3,296,74.58,38846,25,2362539,1.12,15.41,64.62,2
867,0,323,55.41,21490,587,4113813,4.0,36.52,96.96,2
849,4,105,1.03,27769,443,2646682,5.73,27.53,28.29,2
497,3,1722,116.0,10564,8080,9701619,2.22,5.86,60.89,1
1206,4,192,169.16,50463,25,2451599,1.86,12.72,127.7,2
136,1,4393,26.42,18400,5004,339540,1.51,0.46,12.45,0
625,0,169,83.29,49280,25,4175281,5.44,45.47,49.85,2
691,3,1100,98.18,56745,443,9678405,2.6,28.91,71.65,1
1275,3,25,288.53,43750,22,49781721,5.62,57.06,413.91,3
422,1,1837,91.29,46636,443,4017342,2.28,17.68,79.71,1
947,0,28,67.53,17196,22,14116910,5.61,94.76,416.85,3
317,0,1856,61.74,51772,443,5900370,1.53,21.12,19.12,1
866,0,142,70.07,49062,22,10868286,3.35,60.94,129.42,3
1120,0,125,226.03,39194,69,35073383,8.4,82.74,285.06,3
225,1,1945,22.01,26208,5061,27950,1.86,4.36,4.46,0
140,1,1888,20.33,19021,4000,305169,0.86,6.32,7.24,0
986,0,64,191.0,33731,69,36256069,2.86,40.24,148.8,3
1190,0,16,170.06,60317,443,32340482,9.12,51.94,265.31,3
559,0,1622,17.23,25583,3389,8233716,1.34,22.33,28.03,1
1401,3,90,53.21,26930,443,4853500,9.47,91.48,138.77,3
1019,5,565,78.45,32151,53,3254281,3.24,17.08,43.51,2
1297,0,154,242.78,7257,69,2963458,9.32,46.98,252.76,3
1296,0,82,103.95,17014,69,7906172,13.45,74.79,354.15,3
1335,0,665,166.31,54781,53,2597485,5.53,29.59,119.51,2
885,3,176,76.54,19651,443,43615496,9.77,62.96,273.06,3
1478,3,297,171.56,23096,443,46254838,6.17,70.77,248.92,3
995,3,231,62.89,11328,8080,4634062,2.18,14.29,23.65,1
393,3,1631,95.73,29753,5900,906244,0.82,27.54,21.45,1
959,0,250,255.03,42396,21,35401168,9.65,96.87,332.76,3
616,3,892,9.92,28816,8080,4740166,4.08,24.75,76.68,1
306,0,571,118.52,20474,53,114240,3.56,24.57,135.68,2
999,3,179,211.64,35818,22,42160174,4.38,74.18,334.46,3
823,0,656,93.0,55993,80,809722,1.88,21.99,187.16,2
1336,0,96,64.1,17896,443,1622340,5.48,48.42,137.91,2
1130,3,114,276.49,50236,22,3553375,5.37,32.45,176.17,3
927,3,85,206.16,1769,443,33184790,11.88,72.54,220.79,3
1379,4,472,48.77,48443,110,1465024,4.36,13.03,160.5,2
861,3,133,94.8,55068,22,29216085,14.01,64.59,225.62,3
825,3,143,176.97,47067,53,1626011,7.88,32.87,29.17,2
1127,1,1497,89.39,11411,3389,8195172,3.31,25.93,14.31,1
955,3,171,296.71,35839,21,21841614,5.51,76.96,227.28,3
1016,0,256,129.86,4863,8443,6919751,8.21,43.48,474.66,3
376,0,1992,71.43,49170,443,8502490,4.53,21.22,60.78,1
320,3,161,73.25,17339,80,1604289,7.92,21.84,132.26,2
1387,0,248,48.36,10681,443,844973,6.84,29.72,64.3,2
626,4,362,76.59,2689,80,3452530,2.0,19.58,12.71,1
86,1,3219,10.12,20125,4000,496518,0.0,5.61,22.94,0
1351,3,375,126.92,47302,25,3967188,5.25,37.05,199.32,2
1212,0,74,78.49,13952,22,16239921,9.97,58.44,277.75,3
1176,0,97,244.04,50365,21,42172923,11.3,21.82,328.65,3
1292,4,391,113.9,19174,443,3965712,3.16,29.54,151.79,2
1037,0,181,139.86,26122,8443,19876681,10.32,38.61,212.23,3
1018,3,118,73.44,23454,22,49283033,14.04,22.92,117.03,3
1488,0,164,245.37,46073,8443,34886710,14.92,88.38,116.25,3
819,0,98,168.85,43063,443,34965439,13.01,63.16,460.14,3
560,5,125,137.94,41319,587,2535586,2.56,29.7,95.1,2
1455,3,132,188.28,35446,69,22990585,3.73,72.89,279.81,3
1005,3,161,122.23,35709,80,1182385,1.23,46.09,123.3,2
984,1,534,94.01,26403,80,2838565,2.1,5.92,71.78,1
804,4,220,105.16,20713,443,4230999,6.78,12.64,133.71,2
355,3,1902,32.61,20385,5900,3900344,4.3,16.73,68.04,1
180,1,2274,17.05,22149,5060,489974,0.95,8.56,14.67,0
1244,3,624,110.04,30222,110,4654582,1.35,11.82,53.68,2
624,0,78,128.57,1124,110,1119003,5.07,22.36,64.91,2
852,0,82,36.98,62970,25,2319725,3.19,39.22,113.0,2
831,3,585,69.81,46380,587,3241252,5.49,33.23,150.65,2
472,3,827,17.48,12264,5900,2659909,4.12,23.41,74.77,1
1161,1,805,11.96,34805,3389,330882,2.07,22.63,47.62,1
778,3,479,20.93,45179,110,2405013,7.5,30.97,26.62,2
1004,0,198,9.57,58500,25,1874075,6.42,34.04,168.78,2
939,3,253,176.02,51995,69,10717297,12.97,36.72,242.51,3
1265,4,348,76.59,56249,587,15818,4.26,22.43,118.54,2
947,3,39,103.7,44613,8443,24470357,10.75,78.24,333.91,3
958,4,219,107.19,19975,110,2927748,2.0,20.11,56.13,2
166,1,4272,17.95,22649,4000,431410,0.92,3.4,5.14,0
1050,1,614,14.63,28305,443,9895333,2.94,12.85,29.0,1
233,1,3756,0.54,22266,5004,351046,1.08,6.09,7.39,0
144,1,4171,22.93,22620,5061,159763,0.02,0.19,11.35,0
657,3,500,128.46,13803,53,1422664,4.02,40.58,188.73,2
1342,3,99,286.5,41719,443,29855292,8.79,37.01,188.47,3
845,1,1078,60.62,20291,3389,4017291,3.88,24.62,26.08,1
641,0,1425,57.33,47870,5900,117572,1.92,17.1,74.4,1
144,1,642,27.33,19145,5004,236998,0.25,6.3,9.08,0
495,0,1145,32.09,14778,443,4879994,3.13,9.44,12.35,1
842,4,586,163.13,53283,587,2137153,2.04,40.85,113.17,2
848,3,216,133.68,13407,69,47501549,7.13,66.51,373.17,3
1305,3,71,56.43,60227,8443,16716075,11.51,71.26,398.2,3
677,4,347,71.25,44880,587,841102,1.63,30.81,144.12,2
622,3,1668,75.08,37283,443,4032949,2.5,16.49,78.59,1
248,1,2271,29.52,20745,5061,182144,0.67,5.27,22.24,0
478,1,1156,58.19,37791,5900,878443,4.91,13.69,68.54,1
144,0,4555,27.69,23673,5004,42721,1.88,7.39,14.28,0
269,5,311,1.11,41432,587,2176973,6.68,43.25,131.8,2
367,5,755,122.04,3109,110,4684409,2.08,30.62,67.0,2
1092,3,532,127.47,47691,443,946224,7.33,49.82,85.12,2
1191,4,393,153.98,16904,443,33279,7.41,15.4,109.09,2
211,1,2084,4.35,21694,5061,237692,1.6,7.39,9.62,0
486,0,512,113.28,20831,53,4330611,7.93,44.58,113.68,2
248,1,3991,22.73,32112,5061,497753,1.73,4.86,2.99,0
1102,3,38,245.18,15412,8443,46816247,6.98,48.57,290.15,3
486,3,779,118.04,54898,110,2414712,5.1,43.95,21.87,2
271,1,3421,8.31,31344,5060,471455,1.6,3.48,13.88,0
1327,0,87,85.56,53796,8443,31990500,13.38,21.43,296.71,3
815,3,1477,45.42,21329,80,1196077,2.17,29.31,26.31,1
838,4,824,31.12,30834,5900,8640127,2.64,15.21,34.75,1
692,3,630,91.94,40940,3389,8211180,3.73,18.31,30.61,1
545,3,795,146.54,63385,25,4890201,2.38,24.53,188.61,2
795,3,741,105.12,4577,8080,4161088,3.98,22.64,18.32,1
309,4,1963,67.18,34867,8080,2814636,2.27,12.0,25.95,1
818,3,527,117.28,57717,53,1420262,4.92,19.72,48.72,2
382,0,595,94.61,61076,3389,3438696,1.66,25.42,24.64,1
1010,0,158,49.29,41404,22,44772492,11.57,37.4,276.51,3
1061,0,113,299.73,33227,8443,48694402,10.72,88.59,342.27,3
901,1,529,41.86,56528,8080,3303359,2.66,26.98,34.34,1
510,5,694,177.75,28429,587,2298350,2.32,16.96,148.41,2
290,4,658,48.41,33052,80,4519819,2.1,21.28,181.74,2
592,0,870,73.02,32377,80,4952033,4.91,20.41,22.84,1
191,1,2060,2.88,26819,5060,355195,1.78,0.89,22.21,0
402,0,788,83.61,45504,80,532505,5.06,25.17,117.87,2
1044,0,283,59.19,52614,443,49843888,3.56,37.52,495.79,3
906,4,1524,16.74,50738,5900,3484786,1.4,10.54,69.23,1
261,0,3490,1.66,31769,5060,328565,1.37,1.92,24.81,0
1083,4,255,132.06,57939,25,4176850,2.37,47.87,82.09,2
1023,0,34,227.05,19702,443,46997603,14.67,92.56,320.15,3
1149,4,1733,68.26,5436,5900,8720780,4.24,8.33,65.43,1
1278,3,791,108.25,60857,25,2202041,4.63,47.32,116.46,2
1302,3,385,64.25,18697,53,869827,1.4,42.31,38.61,2
167,1,913,0.83,17482,4000,250415,0.22,8.1,28.48,0
1467,3,17,255.77,47131,443,19521794,10.29,45.78,114.84,3
457,3,565,34.62,61774,443,7043638,2.26,7.96,64.65,1
987,3,677,37.4,49580,5900,9146228,1.73,16.36,66.5,1
995,3,87,246.44,30621,21,46751920,9.41,40.13,65.14,3
1298,0,125,247.24,34999,21,30783381,13.57,41.97,407.37,3
82,1,4829,6.72,22944,5061,301159,1.96,8.12,17.12,0
1375,3,173,234.74,42205,69,44325903,9.78,28.15,477.68,3
261,5,170,77.47,44662,443,1570796,2.41,48.79,168.52,2
285,1,1013,8.49,28913,5060,289453,1.36,1.81,10.99,0
92,1,3213,0.49,21972,5060,247726,1.95,4.64,17.16,0
429,5,386,74.84,63412,80,2255910,7.24,40.63,61.8,2
138,1,3188,3.55,31499,5061,305136,0.35,8.64,12.39,0
546,1,857,70.13,6136,443,8206954,3.07,16.18,56.14,1
1168,5,220,2.05,21839,25,2804559,3.07,14.12,177.32,2
110,1,4530,28.02,19739,5060,262757,0.41,8.3,16.6,0
1233,4,133,141.64,26652,587,4749586,5.73,21.91,111.67,2
997,0,568,71.87,6861,80,3345498,4.15,7.74,18.52,1
290,1,2780,24.87,31743,5061,309152,1.3,7.51,27.27,0
485,0,420,112.4,57916,110,1431077,6.24,35.41,182.52,2
1250,3,38,74.07,41076,22,17998641,6.03,65.39,418.57,3
809,3,54,75.92,6799,21,16060364,7.94,96.03,214.45,3
869,0,250,47.56,21666,69,29964299,3.73,77.7,398.41,3
1346,5,158,28.76,6021,587,2533522,4.18,22.6,169.34,2
800,0,81,143.19,65101,69,12164139,2.73,98.56,249.78,3
891,3,225,79.72,53964,22,47050438,7.13,93.97,292.86,3
593,3,591,59.33,25424,8080,5776448,1.17,14.45,57.86,1
1099,5,331,64.75,41027,53,3240374,3.48,24.17,75.73,2
816,0,823,86.97,21390,3389,8199136,1.14,8.19,77.13,1
1018,0,216,88.23,57553,5900,5001503,0.73,13.03,53.44,1
399,0,1963,37.43,35195,8080,5195755,4.96,15.56,19.18,1
217,0,879,8.35,21660,4000,455444,0.15,9.87,23.4,0
368,3,387,109.54,4960,587,1593354,7.8,30.64,156.44,2
417,4,394,167.7,30737,587,2182242,5.76,21.46,64.95,2
775,4,422,91.28,50528,443,4046804,4.77,32.06,120.03,2
963,0,13,193.54,58515,69,3233036,10.65,61.63,177.7,3
1211,0,146,71.96,38404,110,266406,1.62,48.21,110.54,2
81,1,2279,10.88,16862,4000,1515,1.3,6.72,24.16,0
1449,0,171,125.85,41802,69,7343517,14.72,72.0,451.54,3
1159,1,1546,109.63,57855,3389,3662452,4.04,28.55,71.39,1
827,0,216,103.17,31508,21,1595653,3.34,81.52,123.43,3
899,4,715,4.81,20675,443,3939180,6.38,40.1,167.15,2
1023,4,1622,27.51,30393,443,967891,2.19,7.77,34.67,1
900,0,293,59.26,34662,22,38824657,9.12,64.85,479.29,3
1336,3,228,273.49,22059,21,4282347,5.92,70.77,84.83,3
405,4,727,12.14,14232,5900,8805490,4.83,19.74,65.12,1
1379,3,232,60.78,39489,110,4501235,7.04,44.93,91.73,2
956,1,650,53.62,4383,80,7666265,3.73,8.58,11.62,1
1164,3,68,138.69,14766,22,13959482,8.15,40.21,221.77,3
159,1,776,12.49,17265,5060,441661,1.4,7.07,15.28,0
650,3,534,124.62,37677,110,2852243,5.5,35.93,119.78,2
1250,0,93,211.55,56415,8443,49406414,2.27,42.8,481.69,3
1455,0,50,115.41,31531,443,30612878,8.09,64.85,323.95,3
1349,0,14,226.13,25172,8443,10027149,9.79,20.88,274.06,3
476,3,537,85.79,56509,25,408751,1.77,42.52,116.56,2
897,3,297,95.48,25128,22,27309343,13.74,33.12,307.63,3
587,0,587,115.0,1061,587,817056,1.63,19.69,62.82,2
762,3,136,29.93,43739,110,1307440,4.44,28.33,48.14,2
297,1,3930,24.98,30709,5060,395969,0.92,8.92,3.74,0
458,3,688,76.36,45268,110,1264588,6.68,12.49,73.31,2
899,0,177,87.73,59900,443,19264924,6.29,79.29,164.4,3
278,0,4026,17.43,25614,5004,127812,1.0,2.8,5.91,0
1138,4,74,3.42,35283,443,3339311,3.97,46.66,138.51,2
253,1,2215,1.26,20238,5061,409554,0.25,5.27,23.33,0
1427,3,42,57.94,40639,69,32832631,2.89,21.83,200.14,3
991,3,135,96.49,14583,8443,48497440,12.75,88.86,266.81,3
894,5,517,37.41,49266,443,1799525,2.79,29.0,135.42,2
443,5,576,55.26,61349,110,2010945,3.74,21.49,50.32,2
1421,3,130,297.48,7198,21,24775200,12.76,74.64,92.51,3
1199,0,197,245.26,47102,69,11353697,11.02,86.74,118.34,3
847,3,162,263.31,42325,22,48758560,11.96,95.03,95.4,3
1171,5,747,163.6,25988,80,2133744,3.23,19.2,72.35,2
486,0,374,112.51,7118,587,1256116,5.05,41.25,29.23,2
215,1,2681,20.51,22424,4000,391992,1.34,2.39,8.06,0
1394,3,73,131.52,27776,21,48591186,2.6,48.12,184.53,3
497,5,747,176.11,18913,80,1885993,4.06,24.4,159.3,2
835,3,41,211.94,23669,22,48443459,14.74,96.02,151.95,3
1321,0,77,19.15,46713,587,943671,6.61,42.57,62.14,2
799,3,851,29.83,29194,443,8276208,1.24,6.49,29.87,1
803,5,677,17.08,27348,110,2291252,4.91,34.2,99.13,2
972,0,174,93.58,14129,69,19916287,4.75,46.17,224.88,3
890,4,416,26.92,11062,110,836273,4.27,14.08,108.92,2
577,4,1134,63.37,28493,5900,802145,0.79,26.49,70.79,1
1277,3,73,110.29,60561,443,15300474,6.89,32.75,122.72,3
478,4,455,2.43,15989,80,411021,1.17,46.2,78.85,2
1036,1,1131,73.36,47904,80,4593291,4.56,10.72,23.37,1
168,0,3740,22.96,29738,5060,456473,1.79,4.8,28.41,0
1017,0,1115,16.85,40317,3389,5107321,2.38,18.31,79.39,1
438,1,307,65.95,40793,5900,7160023,0.84,26.51,67.14,1
1088,3,79,256.21,58905,443,23472174,13.51,95.52,495.92,3
207,5,519,90.47,3911,25,3917060,7.28,19.56,94.51,2
135,1,808,3.07,25011,5060,377970,1.74,5.69,15.98,0
121,1,2016,28.11,23927,5004,427712,1.61,2.89,6.15,0
626,0,402,51.24,47747,8080,4357413,4.53,9.63,12.74,1
599,1,1008,14.72,37161,3389,9437549,4.09,7.34,22.76,1
1089,4,596,61.42,32243,80,8315932,1.43,13.38,35.8,1
1324,3,298,169.16,37176,110,855090,1.07,32.1,184.46,2
965,0,641,109.96,30586,8080,1715575,1.49,20.1,38.47,1
439,4,1244,49.01,24284,443,4689084,0.78,14.62,35.64,1
874,0,56,252.4,41618,69,47012056,10.88,98.79,453.81,3
1388,0,10,52.39,17194,21,49005463,2.16,57.14,282.42,3
132,1,1567,12.21,31629,5004,30164,0.75,0.9,12.23,0
1006,3,125,159.4,8528,110,1011551,6.96,33.49,144.91,2
1157,0,12,122.8,60260,8443,45596320,12.86,41.55,411.23,3
409,4,508,83.86,44086,80,3874719,4.17,28.54,37.18,1
728,3,394,146.37,9618,53,433285,6.07,32.02,196.48,2
868,4,1388,30.8,12335,3389,8921403,1.94,7.62,60.17,1
1163,3,530,128.16,47916,25,1669023,1.92,10.54,113.92,2
67,1,675,11.93,20226,4000,366314,1.12,3.08,5.85,0
1343,3,229,77.15,15056,21,49338800,8.16,73.58,191.1,3
541,0,990,67.42,31537,8080,9518334,4.87,20.46,36.62,1
1026,1,738,81.52,63994,443,1860151,4.07,8.73,78.72,1
749,4,1888,90.23,65249,5900,7283356,2.69,9.68,58.91,1
379,3,721,15.64,48512,53,376333,5.37,48.15,30.13,2
257,1,4416,1.74,29819,4000,178408,0.01,7.51,27.19,0
912,3,132,97.62,56092,21,11944286,14.01,92.6,95.56,3
121,1,1513,1.34,29022,5061,68560,0.04,8.81,29.0,0
1305,3,36,194.39,65312,443,31238899,7.37,98.1,314.11,3
1078,0,1570,115.8,62813,80,4191264,2.67,28.28,56.9,1
550,5,250,91.59,57331,80,4575407,3.84,23.12,158.28,2
1482,3,294,153.41,15739,22,25178630,8.23,66.94,100.95,3
693,4,533,30.16,14151,443,4408409,3.45,35.76,95.97,2
1196,0,54,53.1,40157,69,14833736,14.65,68.14,251.99,3
292,1,2053,21.82,20138,5060,62768,0.62,6.41,1.27,0
895,4,484,1.03,38175,80,1835689,6.81,31.99,51.88,2
1015,3,210,172.49,39068,25,4579929,2.8,35.57,90.6,2
727,3,1849,58.59,25116,8080,480929,1.87,14.97,68.47,1
1145,4,927,94.65,60791,3389,6594290,0.56,12.8,33.6,1
1356,0,140,156.09,5925,69,11795968,6.55,52.06,448.34,3
1263,0,367,2.18,29087,53,1470942,6.52,42.87,30.03,2
589,3,408,9.18,24054,3389,3013207,2.21,11.47,46.31,1
1220,0,398,168.62,65158,25,2897749,6.65,16.36,45.47,2
1334,3,204,210.64,52540,21,44385355,14.5,62.97,191.3,3
1050,0,242,44.57,38201,110,3277231,2.38,27.52,109.12,2
1232,0,147,56.27,38790,8443,18298270,14.04,30.55,320.68,3
830,4,597,115.61,58134,25,1464603,5.87,34.63,57.82,2
1303,0,77,100.14,65246,8443,8215550,5.76,69.66,463.36,3
741,3,129,94.07,29348,443,3333877,1.22,24.49,167.1,2
422,4,500,16.8,12354,80,6201865,4.82,21.75,22.26,1
1051,0,228,16.96,22258,53,4743921,2.7,23.76,148.95,2
1156,0,59,260.94,7678,21,46842824,10.87,60.94,211.57,3
1312,0,221,272.35,21294,443,14163853,14.72,44.33,259.78,3
941,3,250,174.48,49006,8443,35679580,11.81,52.95,255.04,3
393,0,1807,38.56,3081,443,9967989,1.68,9.31,11.26,1
216,1,4987,11.96,31105,5060,407884,1.33,5.99,13.04,0
1096,0,629,83.85,51526,80,5210670,3.73,14.05,34.72,1
925,3,53,244.08,43366,8443,24782028,2.83,24.29,333.04,3
1363,0,203,118.6,48033,69,47805786,9.34,83.2,161.59,3
245,1,4928,9.58,29263,4000,246488,0.51,9.98,6.45,0
167,1,4366,17.3,30377,4000,52374,1.61,1.29,8.7,0
914,3,318,92.07,25418,80,3184176,3.33,13.73,167.78,2
982,3,223,201.71,53430,22,42099721,10.68,38.41,102.81,3
1049,5,784,145.47,21023,25,3235182,6.53,36.88,90.99,2
914,3,305,84.3,20500,3389,5653634,4.21,26.4,17.47,1
1303,4,536,55.75,9628,53,2904892,6.9,49.95,136.67,2
312,0,733,94.32,9199,8080,6406907,2.35,5.48,26.43,1
352,1,1270,47.86,38590,8080,2590832,0.83,24.97,48.85,1
293,3,177,161.79,58357,53,1404165,1.55,29.77,157.77,2
288,3,795,110.96,18721,443,50227,5.03,22.24,104.11,2
214,1,3869,7.81,30459,5004,359745,1.96,5.21,8.56,0
227,1,4013,3.56,23500,5061,259006,0.55,4.69,14.05,0
810,1,1612,104.45,52330,5900,9653109,1.68,6.12,28.76,1
660,0,1674,99.86,13625,443,1575172,1.17,13.82,33.6,1
1166,0,225,117.71,18556,22,26550165,4.18,28.73,357.05,3
1204,3,64,213.8,39769,69,24970116,12.75,20.27,280.82,3
213,0,2242,16.95,28744,5060,254279,1.22,3.2,8.86,0
538,4,555,145.32,9440,80,3208251,6.77,17.58,193.31,2
1176,0,404,150.25,36540,80,3688602,7.31,39.81,29.55,2
1040,3,297,176.01,7785,443,19611788,7.75,35.95,401.37,3
1022,3,1533,56.02,8573,80,8183365,2.1,27.49,18.27,1
176,1,904,9.51,21700,5061,299757,1.24,5.14,16.83,0
755,3,74,17.62,26212,25,3852985,7.48,26.16,177.79,2
1180,3,60,152.37,13812,69,17482827,4.91,58.61,109.69,3
492,4,215,32.79,30479,53,317855,2.42,43.69,195.19,2
1326,5,723,109.17,58009,25,3256637,2.88,32.98,43.06,2
